user_id,ip_address,country,device_type,login_success,login_frequency,is_attack,hour_of_day,day_of_week,risk_score
user1607,206.223.170.149,JP,Desktop-Mac,1,2,0,4,6,15
guest73756,10.16.46.53,RU,Desktop-Windows,1,7,0,0,4,15
admin_test,198.133.103.23,ES,API-Client,0,66,1,8,4,70
user88726,10.140.229.240,AR,Desktop-Mac,1,17,0,16,0,0
user0035,45.206.174.164,CN,Desktop-Windows,0,250,1,5,3,90
employee50932,10.97.81.73,IN,Desktop-Linux,1,11,0,0,5,0
employee51412,10.22.110.5,RU,Desktop-Windows,1,9,0,12,6,15
contractor58599,10.106.12.120,NL,Mobile-iOS,1,3,0,20,0,0
user19149,10.25.115.185,SE,Desktop-Mac,1,9,0,21,6,0
guest70018,10.236.238.172,FR,Desktop-Mac,1,15,0,22,6,0
user92932,154.146.32.57,CA,Desktop-Windows,1,11,0,2,4,15
user80140,10.157.152.144,SE,Desktop-Mac,1,11,0,21,0,0
guest34535,73.57.165.72,CN,Mobile-iOS,1,9,0,17,0,15
user55354,10.110.53.15,IT,Mobile-iOS,1,13,0,14,0,0
employee59445,10.28.35.104,KR,Desktop-Windows,1,15,0,12,6,15
user69155,142.198.196.162,IN,Mobile-Android,1,19,0,9,5,0
admin_prod,77.229.191.189,AU,Server,0,303,1,18,2,70
admin_dev,198.240.207.4,BR,Desktop-Linux,0,2,1,7,1,20
employee47690,10.92.30.183,DE,Tablet-iOS,1,17,0,11,0,0
employee54333,10.201.204.131,FR,Mobile-iOS,1,4,0,23,0,0
employee60716,133.205.152.207,MX,Tablet-Android,1,16,0,7,2,0
employee79666,10.120.214.167,ES,Desktop-Linux,1,2,0,10,2,0
guest58363,10.188.167.168,ES,Mobile-iOS,1,20,0,16,5,0
user1710,10.162.57.120,MX,Mobile-Android,1,5,0,0,3,0
employee53113,54.30.189.161,FR,Desktop-Windows,1,16,0,13,6,0
user47095,10.219.239.118,CA,Desktop-Mac,1,10,0,12,2,0
contractor76110,10.154.201.254,RU,Desktop-Windows,1,11,0,19,1,15
admin_123,59.120.251.36,IN,Desktop-Linux,0,173,1,2,0,75
contractor8453,10.121.182.62,AR,Mobile-Android,1,13,0,17,6,0
employee32812,10.244.105.223,MX,Desktop-Windows,1,3,0,19,3,0
contractor37312,104.207.110.192,SE,Desktop-Windows,1,1,0,8,3,0
contractor43851,186.210.111.249,KR,Mobile-iOS,1,14,0,13,0,15
contractor12634,10.152.226.76,RU,Desktop-Linux,1,9,0,2,5,30
user0683,198.193.156.69,FR,Server,0,5,1,5,3,45
contractor73127,177.185.43.31,ZA,Desktop-Mac,1,15,0,11,0,0
guest23444,10.40.196.114,IT,Mobile-iOS,1,6,0,4,0,15
admin_dev,45.148.241.244,CA,Desktop-Windows,0,88,1,18,1,60
admin_test,133.102.76.36,US,Desktop-Mac,0,355,1,17,1,60
employee62785,6.2.31.176,KR,Desktop-Linux,1,20,0,9,1,15
employee16336,94.142.203.76,BR,Desktop-Mac,1,19,0,4,0,15
guest54789,10.166.152.35,AR,Desktop-Mac,1,20,0,13,4,0
guest31314,216.6.82.193,MX,Mobile-Android,0,1,0,13,1,20
employee13143,10.184.153.56,NL,Desktop-Windows,1,4,0,6,6,15
contractor38578,10.183.42.68,AU,Desktop-Mac,1,20,0,1,5,0
user76380,10.8.102.108,AU,Desktop-Linux,1,13,0,4,1,15
admin_123,95.104.1.89,ES,API-Client,0,1,1,17,3,30
employee4360,129.40.85.86,FR,Desktop-Mac,0,5,0,0,3,20
employee59484,10.140.93.232,RU,Mobile-Android,1,13,0,6,4,30
contractor53842,10.249.100.165,BR,Desktop-Windows,1,16,0,5,0,15
user0380,26.76.190.9,ES,API-Client,0,464,1,19,6,70
employee5530,10.74.87.118,JP,Desktop-Windows,1,9,0,9,5,0
guest77932,118.236.141.105,DE,Desktop-Windows,1,13,0,18,4,0
contractor1638,10.51.206.177,SG,Mobile-Android,1,2,0,18,3,0
contractor9038,71.189.141.93,SE,Desktop-Mac,1,11,0,12,5,0
contractor17941,10.131.35.14,AU,Tablet-iOS,0,18,0,11,2,20
user73576,10.139.196.194,SG,Desktop-Mac,1,7,0,8,1,0
guest5971,10.79.26.197,BR,Desktop-Windows,1,4,0,23,4,0
user66216,10.139.34.61,GB,Mobile-Android,1,10,0,5,5,15
guest74659,10.253.182.116,NL,Mobile-iOS,1,20,0,15,5,0
employee6793,10.154.211.212,ZA,Tablet-iOS,1,5,0,12,4,0
user45705,40.180.93.19,NL,Mobile-Android,1,18,0,13,4,0
employee10842,10.22.116.19,ZA,Desktop-Linux,1,19,0,18,2,0
user43600,10.127.138.180,AR,Mobile-iOS,1,4,0,4,5,15
guest65221,10.128.233.117,RU,Mobile-Android,1,15,0,14,2,15
contractor56183,10.84.145.230,KR,Mobile-Android,1,6,0,19,0,15
admin_dev,192.233.233.189,IT,API-Client,0,334,1,8,2,70
admin_prod,49.131.15.203,SG,API-Client,0,434,1,21,6,70
employee97045,213.165.237.73,US,Desktop-Linux,1,20,0,16,4,0
guest19547,82.3.45.206,FR,Desktop-Linux,0,18,0,20,6,20
user41224,10.16.252.222,IT,Desktop-Windows,1,14,0,14,5,0
admin_prod,198.189.130.44,IN,API-Client,0,287,1,22,6,70
guest56118,35.111.98.148,AR,Desktop-Mac,1,4,0,15,0,0
guest89883,10.54.10.156,SG,Mobile-iOS,1,16,0,13,5,0
user0269,192.44.67.47,CN,Desktop-Mac,0,294,1,10,0,75
employee63308,10.239.190.71,MX,Mobile-iOS,1,20,0,14,6,0
contractor85415,10.46.45.147,GB,Desktop-Mac,1,18,0,14,4,0
guest16242,147.40.225.93,KR,Desktop-Mac,1,19,0,5,4,30
guest23184,10.235.49.85,IN,Desktop-Mac,1,13,0,16,2,0
user16578,10.45.161.129,DE,Desktop-Mac,1,4,0,5,0,15
admin_prod,30.58.63.233,JP,Desktop-Linux,0,474,1,8,1,60
user96824,10.87.127.89,US,Desktop-Windows,1,6,0,5,1,15
user84703,71.236.192.8,SG,Desktop-Mac,1,4,0,1,1,0
guest74598,10.3.212.17,JP,Mobile-iOS,1,17,0,20,1,0
employee24418,10.138.253.123,CA,Desktop-Linux,1,17,0,10,2,0
user0227,14.225.61.86,MX,Desktop-Windows,0,1,1,8,1,20
user96109,10.17.123.19,NL,Desktop-Mac,1,10,0,10,2,0
guest21212,10.255.95.187,AR,Desktop-Windows,1,4,0,17,6,0
contractor73489,10.94.91.250,IN,Desktop-Mac,1,8,0,17,4,0
user15970,6.187.95.81,IN,Desktop-Mac,1,2,0,9,5,0
contractor34286,10.146.251.182,GB,Mobile-Android,1,16,0,21,3,0
user56798,11.46.10.60,KR,Tablet-iOS,1,4,0,17,5,15
user39839,10.24.155.32,GB,Desktop-Windows,1,18,0,19,1,0
user65666,203.125.61.159,BR,Desktop-Windows,1,18,0,13,4,0
employee47983,10.90.140.187,NL,Tablet-iOS,1,16,0,10,2,0
user6627,10.36.163.154,MX,Mobile-Android,1,11,0,16,4,0
employee85186,10.25.3.196,ES,Desktop-Windows,1,20,0,3,6,15
admin_dev,22.186.36.122,KR,Desktop-Mac,0,340,1,13,3,75
employee64896,10.9.26.237,AR,Desktop-Windows,1,6,0,18,2,0
contractor94687,84.178.48.184,IT,Desktop-Windows,1,5,0,12,0,0
user90939,10.71.10.165,JP,Mobile-iOS,0,4,0,4,3,35
guest9586,10.158.28.76,RU,Mobile-iOS,1,5,0,11,4,15
employee54517,10.48.69.249,RU,Desktop-Mac,1,20,0,11,6,15
admin_test,192.213.192.94,RU,API-Client,0,5,1,11,1,45
guest54736,107.142.70.89,IN,Tablet-iOS,1,8,0,10,1,0
guest49296,10.194.105.208,MX,Desktop-Mac,1,12,0,6,0,15
user90793,10.93.115.176,CA,Desktop-Windows,1,7,0,23,5,0
employee19939,10.226.206.103,AU,Desktop-Mac,1,7,0,2,6,15
contractor64723,10.205.29.221,MX,Desktop-Mac,1,12,0,9,4,0
employee8805,114.95.171.224,KR,Desktop-Windows,1,6,0,23,2,15
user8868,10.49.19.83,DE,Desktop-Windows,1,20,0,21,3,0
employee58246,10.107.127.56,ES,Mobile-iOS,1,16,0,4,0,15
admin_test,140.10.2.72,DE,Server,0,1,1,13,2,30
contractor62548,10.172.237.172,CA,Desktop-Linux,1,11,0,11,4,0
admin_123,202.77.58.184,US,API-Client,0,1,1,11,1,30
admin_dev,150.191.106.185,CN,Desktop-Linux,0,3,1,14,0,35
employee63216,10.47.180.61,ZA,Desktop-Mac,1,20,0,17,4,0
employee72028,88.108.73.64,BR,Desktop-Mac,1,12,0,18,3,0
user29204,10.176.78.56,MX,Desktop-Mac,1,18,0,5,6,15
guest82895,10.104.94.62,DE,Desktop-Windows,1,10,0,12,0,0
employee34155,10.102.165.162,DE,Desktop-Linux,1,20,0,17,3,0
contractor30240,10.95.189.101,AU,Desktop-Mac,1,7,0,21,0,0
guest6247,10.136.134.248,MX,Tablet-Android,1,4,0,17,1,0
user1842,61.19.252.60,MX,Desktop-Windows,1,12,0,4,3,15
employee85594,10.250.71.248,DE,Desktop-Windows,1,1,0,14,0,0
contractor72084,10.145.40.62,BR,Desktop-Mac,1,1,0,6,3,15
contractor15885,10.232.40.36,CN,Desktop-Mac,1,14,0,8,0,15
contractor3313,10.183.216.112,NL,Mobile-iOS,1,2,0,22,0,0
employee88499,10.4.233.58,DE,Tablet-Android,0,16,0,2,6,35
admin_prod,177.25.165.156,MX,Desktop-Linux,0,4,1,1,3,20
employee37419,171.160.204.208,ZA,Tablet-iOS,1,11,0,8,6,0
guest34236,20.139.236.206,RU,Desktop-Mac,1,15,0,4,4,30
user95270,43.63.168.32,SE,Tablet-iOS,1,17,0,3,2,15
guest98957,52.215.252.51,ZA,Mobile-Android,1,12,0,12,6,0
user11761,10.89.75.62,FR,Mobile-Android,1,9,0,21,6,0
employee75489,185.197.216.30,NL,Desktop-Linux,1,10,0,1,6,0
admin_prod,122.200.243.143,RU,Desktop-Linux,0,414,1,23,0,75
guest83366,168.158.214.195,CA,Desktop-Linux,1,15,0,1,2,0
user2744,89.15.29.43,DE,Tablet-Android,1,3,0,22,2,0
user53317,10.208.170.135,JP,Mobile-Android,1,20,0,8,6,0
employee92084,10.170.89.62,AR,Mobile-Android,1,6,0,20,2,0
user27134,10.123.238.170,IN,Desktop-Windows,1,17,0,1,0,0
admin_prod,185.146.223.59,KR,Mobile-iOS,0,3,1,18,4,35
employee13810,10.208.36.73,GB,Mobile-iOS,0,18,0,12,3,20
employee59582,10.241.18.61,BR,Desktop-Windows,1,16,0,6,1,15
guest91594,221.123.135.12,ZA,Desktop-Mac,1,12,0,4,5,15
employee91102,10.179.146.239,CN,Desktop-Windows,1,4,0,2,0,30
contractor79701,10.81.217.62,IN,Desktop-Mac,1,16,0,4,3,15
employee41557,198.72.189.39,ES,Desktop-Linux,1,17,0,1,1,0
employee75708,10.127.38.142,KR,Mobile-Android,1,17,0,10,0,15
contractor94898,10.86.118.71,JP,Desktop-Mac,0,10,0,21,0,20
contractor84153,10.33.251.171,DE,Desktop-Linux,1,19,0,2,4,15
guest95098,10.154.219.67,AR,Desktop-Windows,1,11,0,15,1,0
user29757,83.67.0.138,BR,Tablet-Android,1,12,0,21,2,0
guest99418,10.215.139.32,BR,Mobile-Android,1,12,0,17,0,0
guest36919,10.62.58.246,AR,Desktop-Windows,1,3,0,12,2,0
guest46413,10.222.148.54,FR,Desktop-Windows,1,16,0,16,6,0
user6477,136.116.51.134,DE,Tablet-Android,1,5,0,8,1,0
user0429,198.182.32.50,RU,Desktop-Linux,0,4,1,4,5,50
admin_123,101.113.151.192,GB,Desktop-Windows,0,484,1,14,0,60
user28059,10.168.14.194,SG,Desktop-Windows,1,11,0,19,3,0
employee21484,62.105.171.4,AR,Mobile-iOS,1,9,0,6,2,15
employee93334,190.138.176.100,DE,Desktop-Mac,0,1,0,6,1,35
employee35145,10.90.10.194,IN,Desktop-Windows,1,18,0,6,0,15
user21102,10.59.183.157,JP,Desktop-Windows,1,14,0,13,0,0
user39145,10.189.27.214,BR,Desktop-Windows,1,20,0,9,2,0
guest72471,10.140.186.82,NL,Desktop-Windows,1,19,0,11,2,0
contractor76482,10.66.139.132,SG,Mobile-iOS,1,13,0,23,0,0
admin_prod,56.20.83.48,RU,Mobile-iOS,0,330,1,22,0,75
employee56835,10.153.114.196,US,Desktop-Windows,1,13,0,3,2,15
guest48071,10.70.240.16,DE,Desktop-Mac,1,8,0,16,6,0
guest69524,10.154.126.230,CN,Desktop-Windows,1,12,0,1,0,15
guest6366,10.48.56.132,RU,Desktop-Windows,1,19,0,9,6,15
contractor87029,117.239.154.79,NL,Mobile-iOS,1,17,0,20,2,0
user51372,10.174.86.218,ES,Tablet-Android,1,6,0,0,3,0
admin_123,199.108.60.42,US,Desktop-Mac,0,467,1,9,2,60
guest87443,72.68.54.229,US,Desktop-Windows,1,8,0,7,1,0
admin_123,181.24.155.56,ES,Desktop-Linux,0,478,1,22,0,60
employee45671,6.8.35.52,AR,Desktop-Mac,1,2,0,15,1,0
user50481,147.90.98.184,AR,Mobile-Android,1,9,0,19,0,0
contractor61296,167.45.170.33,CN,Desktop-Windows,1,8,0,3,3,30
guest86982,10.13.154.75,JP,Desktop-Windows,1,2,0,15,4,0
user0224,45.211.176.107,RU,Desktop-Windows,0,1,1,11,3,35
contractor88940,10.53.58.238,GB,Mobile-Android,1,7,0,10,0,0
user57034,10.112.220.219,KR,Mobile-Android,0,17,0,19,1,35
guest13855,10.191.108.109,FR,Desktop-Windows,1,11,0,16,4,0
contractor18564,10.221.44.225,NL,Mobile-iOS,1,14,0,1,3,0
employee65264,10.50.127.63,IN,Desktop-Windows,0,3,0,8,4,20
employee11009,10.71.164.150,AR,Mobile-Android,1,17,0,11,1,0
employee40288,10.205.179.80,RU,Desktop-Windows,1,20,0,21,5,15
user54401,10.240.244.229,AR,Mobile-Android,1,13,0,20,5,0
guest71926,10.198.163.181,GB,Desktop-Mac,1,7,0,12,3,0
guest19158,197.227.144.130,ZA,Desktop-Windows,1,15,0,8,3,0
guest90466,180.157.84.223,NL,Desktop-Mac,1,3,0,6,1,15
employee65045,10.140.93.23,AU,Desktop-Mac,1,16,0,15,2,0
user33199,10.135.97.180,ES,Desktop-Mac,1,9,0,18,4,0
contractor89387,10.145.227.60,US,Desktop-Mac,1,17,0,6,6,15
user67466,10.69.76.174,IT,Mobile-Android,1,3,0,17,0,0
contractor41798,10.247.121.67,SG,Desktop-Windows,1,8,0,21,1,0
guest72495,109.146.149.133,NL,Desktop-Linux,1,12,0,18,6,0
user33613,10.173.86.177,FR,Mobile-iOS,1,16,0,21,5,0
contractor71377,72.167.21.178,SG,Desktop-Mac,1,2,0,17,3,0
guest20973,10.116.40.148,ES,Mobile-Android,1,19,0,3,6,15
contractor41851,10.0.48.71,IN,Desktop-Linux,1,2,0,23,2,0
user38685,10.39.52.216,AU,Mobile-iOS,1,2,0,10,0,0
user10444,10.167.206.165,AR,Desktop-Windows,1,3,0,19,0,0
employee9929,71.8.227.203,AR,Desktop-Linux,1,4,0,4,3,15
contractor32353,10.231.127.73,SG,Desktop-Mac,1,9,0,15,4,0
contractor66557,10.132.134.173,GB,Desktop-Windows,1,2,0,15,2,0
guest97905,146.9.69.168,JP,Desktop-Windows,1,20,0,9,3,0
employee49395,10.252.104.178,AU,Desktop-Mac,1,7,0,6,5,15
guest89658,10.23.248.125,KR,Mobile-iOS,0,18,0,0,1,35
guest6434,10.191.154.10,NL,Mobile-iOS,1,10,0,6,0,15
employee79640,10.134.127.72,IT,Mobile-iOS,1,19,0,18,4,0
guest90901,10.93.82.140,IN,Mobile-Android,1,17,0,13,6,0
contractor5934,10.176.144.32,GB,Mobile-iOS,1,14,0,19,5,0
employee37200,10.205.13.97,JP,Desktop-Mac,1,20,0,2,2,15
admin_dev,104.22.146.74,BR,Desktop-Linux,0,4,1,20,3,20
employee61866,10.217.232.106,ZA,Mobile-iOS,0,6,0,20,5,20
guest17349,190.204.77.211,BR,Desktop-Mac,1,4,0,22,1,0
user0922,198.245.70.92,RU,Desktop-Linux,0,152,1,9,3,75
user0571,97.190.186.123,CN,API-Client,0,499,1,11,1,85
user0428,211.94.83.6,IN,Desktop-Linux,0,258,1,20,1,60
user0095,44.205.104.174,SG,API-Client,0,90,1,8,1,70
admin_123,202.109.102.127,CA,Desktop-Mac,0,479,1,20,6,60
admin_123,10.180.246.147,SE,Desktop-Windows,0,402,1,0,2,60
user56390,62.252.254.182,IN,Tablet-iOS,1,1,0,19,1,0
guest16440,10.43.229.135,ZA,Mobile-iOS,1,18,0,4,2,15
employee41955,10.213.84.22,CA,Mobile-Android,1,12,0,10,6,0
contractor42777,147.142.228.250,SE,Mobile-Android,1,17,0,23,4,0
employee22672,76.183.209.5,SE,Desktop-Windows,1,18,0,9,1,0
user0489,51.31.217.29,BR,Mobile-iOS,0,145,1,14,0,60
employee24574,10.2.243.61,ZA,Mobile-Android,1,8,0,17,5,0
contractor17643,10.219.96.128,IT,Mobile-iOS,1,20,0,14,1,0
guest15693,10.160.191.76,CA,Desktop-Mac,1,5,0,12,4,0
contractor12565,10.110.134.213,SE,Desktop-Windows,1,15,0,4,4,15
guest34447,10.133.14.185,ES,Desktop-Windows,0,10,0,20,4,20
contractor76053,83.191.190.194,CA,Mobile-iOS,1,18,0,1,2,0
employee57548,10.216.220.238,CA,Mobile-iOS,1,3,0,13,3,0
user0367,124.131.133.47,IN,API-Client,0,452,1,7,4,70
contractor89027,10.54.136.71,IN,Desktop-Mac,1,20,0,22,4,0
user85948,10.16.248.50,SG,Desktop-Linux,1,20,0,14,4,0
contractor75769,142.111.94.253,SG,Desktop-Windows,1,4,0,22,4,0
contractor16061,10.241.11.188,MX,Desktop-Mac,1,18,0,18,5,0
user84733,10.173.152.216,FR,Desktop-Mac,1,4,0,23,0,0
guest82030,39.189.218.83,SE,Desktop-Mac,1,13,0,14,5,0
employee34274,10.189.49.39,SG,Desktop-Windows,1,17,0,14,4,0
contractor68472,10.179.242.244,DE,Tablet-Android,1,10,0,3,0,15
guest67631,10.153.234.55,US,Desktop-Mac,1,8,0,10,3,0
user16565,76.195.162.132,AR,Desktop-Mac,1,2,0,18,4,0
contractor69487,183.16.118.125,ES,Desktop-Windows,1,6,0,6,0,15
contractor82564,10.84.60.25,CN,Desktop-Windows,1,15,0,17,4,15
employee94780,10.119.179.16,CN,Desktop-Mac,1,6,0,22,1,15
employee68363,10.28.40.229,AR,Desktop-Windows,1,14,0,17,2,0
user11359,10.161.183.77,SG,Mobile-Android,1,1,0,14,6,0
guest38606,202.44.116.159,DE,Tablet-Android,1,19,0,3,1,15
user99624,10.170.145.113,JP,Desktop-Windows,1,10,0,18,2,0
guest75800,91.121.62.198,SE,Desktop-Windows,1,13,0,8,6,0
contractor99562,10.109.71.116,US,Desktop-Windows,1,12,0,9,3,0
guest42095,10.218.238.226,SE,Tablet-iOS,1,10,0,11,6,0
admin_prod,198.48.109.87,RU,Mobile-iOS,0,88,1,5,0,90
guest83585,10.40.180.104,AR,Desktop-Windows,1,20,0,11,5,0
contractor21042,10.226.7.52,IN,Desktop-Windows,1,7,0,8,6,0
user0549,124.210.47.11,ZA,Desktop-Linux,0,173,1,0,5,60
guest62885,188.172.198.52,ZA,Desktop-Mac,1,1,0,11,3,0
user14296,119.93.232.129,CA,Tablet-Android,1,7,0,23,4,0
user47363,10.250.241.124,BR,Mobile-Android,1,16,0,0,3,0
employee57027,10.215.119.65,AU,Mobile-iOS,1,10,0,7,2,0
user0593,141.214.143.79,CA,API-Client,0,141,1,8,3,70
guest1066,10.31.135.250,ZA,Desktop-Windows,1,11,0,22,0,0
user25169,10.137.90.205,KR,Tablet-Android,1,20,0,13,6,15
contractor82873,10.136.149.242,AR,Tablet-Android,1,1,0,5,5,15
employee69903,47.252.177.113,JP,Mobile-Android,1,12,0,16,5,0
guest26044,141.125.146.73,MX,Desktop-Windows,1,16,0,0,0,0
guest13785,155.241.215.209,SE,Desktop-Windows,1,3,0,12,0,0
guest62280,69.122.72.133,IN,Desktop-Windows,1,13,0,1,5,0
user4408,10.244.24.52,MX,Desktop-Linux,1,7,0,1,1,0
admin_prod,43.7.70.27,MX,Desktop-Linux,0,454,1,20,3,60
user0725,45.102.59.206,DE,Desktop-Linux,0,110,1,8,2,60
contractor71866,10.30.55.228,BR,Desktop-Windows,1,7,0,7,2,0
admin_dev,141.204.254.71,RU,Server,0,383,1,3,5,100
employee84999,10.135.140.180,DE,Desktop-Windows,1,9,0,18,0,0
admin_123,95.121.1.146,SE,Desktop-Windows,0,403,1,23,0,60
user5283,10.68.240.133,AU,Mobile-Android,1,11,0,1,5,0
contractor5921,140.147.112.106,IN,Mobile-Android,1,20,0,19,3,0
guest20793,10.229.187.12,RU,Desktop-Mac,1,8,0,7,1,15
admin_dev,124.237.250.244,SG,Tablet-iOS,0,64,1,18,6,60
contractor58645,10.47.37.219,RU,Mobile-iOS,1,11,0,17,0,15
user71973,10.55.182.88,IT,Desktop-Windows,0,2,0,4,6,35
contractor7989,10.55.78.3,FR,Desktop-Mac,1,20,0,0,1,0
admin_123,156.46.24.89,RU,Server,0,4,1,1,3,45
user66499,189.215.115.177,ZA,Mobile-Android,1,3,0,1,2,0
user45438,138.96.43.173,JP,Desktop-Windows,1,9,0,21,5,0
user12195,10.150.89.118,AR,Desktop-Windows,1,1,0,5,5,15
user41723,10.120.14.173,ES,Mobile-iOS,1,14,0,18,4,0
contractor91908,75.27.28.195,KR,Desktop-Windows,1,2,0,7,5,15
user93537,126.170.246.30,SE,Desktop-Mac,1,10,0,0,2,0
contractor34529,10.94.108.150,JP,Desktop-Mac,1,19,0,2,1,15
user54545,10.213.190.57,FR,Mobile-Android,1,12,0,1,1,0
guest29205,10.66.128.131,FR,Desktop-Mac,1,20,0,6,2,15
guest85024,10.111.106.218,SE,Desktop-Windows,1,13,0,15,5,0
employee19185,172.87.109.9,KR,Desktop-Windows,1,14,0,22,2,15
guest98199,10.152.243.150,RU,Mobile-Android,1,20,0,0,6,15
guest64069,116.72.121.243,SG,Desktop-Windows,1,1,0,22,0,0
employee4419,10.225.245.236,ES,Desktop-Mac,1,2,0,1,1,0
user0020,215.137.97.254,SE,Desktop-Linux,0,83,1,18,4,60
user19776,10.117.166.94,CN,Mobile-iOS,1,7,0,17,0,15
user47508,178.246.114.14,SG,Desktop-Windows,1,20,0,6,1,15
guest60397,10.247.89.84,FR,Desktop-Mac,1,3,0,3,1,15
user21985,10.93.141.110,IN,Mobile-iOS,1,5,0,22,1,0
employee99313,10.202.211.192,US,Tablet-Android,1,19,0,12,4,0
contractor12094,10.151.46.184,ZA,Desktop-Linux,1,20,0,20,2,0
guest96794,4.29.147.121,IT,Mobile-Android,1,16,0,0,6,0
guest70353,10.48.190.24,IT,Desktop-Mac,1,9,0,16,2,0
admin_test,198.128.77.35,RU,API-Client,0,1,1,5,5,60
guest43873,10.209.67.242,FR,Desktop-Windows,1,8,0,4,6,15
employee7261,10.66.78.81,RU,Desktop-Windows,0,20,0,15,6,35
admin_test,7.174.106.5,IN,Desktop-Linux,0,132,1,4,2,75
admin_test,134.101.41.190,SE,Server,1,228,1,7,3,50
employee25935,10.13.86.29,ES,Tablet-Android,1,14,0,0,4,0
guest7190,16.86.172.11,GB,Desktop-Windows,1,14,0,17,3,0
guest61452,10.195.232.38,NL,Desktop-Mac,1,15,0,3,4,15
guest13317,154.135.185.88,DE,Desktop-Mac,1,16,0,16,3,0
user0456,198.73.114.12,BR,Tablet-iOS,0,455,1,16,5,60
contractor28078,10.97.238.232,MX,Tablet-Android,1,16,0,8,2,0
admin_dev,45.67.13.194,KR,Desktop-Mac,0,347,1,8,0,75
user9141,10.13.138.168,CN,Desktop-Mac,1,20,0,16,1,15
guest91302,163.19.91.157,SE,Desktop-Windows,1,9,0,9,4,0
user84519,10.68.29.210,DE,Desktop-Linux,0,18,0,4,6,35
user0340,45.82.106.49,RU,Desktop-Windows,0,273,1,7,3,75
employee95833,10.80.141.117,GB,Desktop-Mac,1,14,0,16,4,0
contractor73040,148.131.36.108,AR,Desktop-Linux,1,9,0,16,3,0
contractor56057,165.178.110.2,AU,Desktop-Windows,1,16,0,7,1,0
contractor65777,10.101.99.42,RU,Mobile-Android,1,8,0,15,3,15
employee31418,10.197.223.206,MX,Desktop-Linux,1,19,0,8,2,0
admin_123,185.120.105.141,SG,Mobile-iOS,1,81,1,20,0,40
guest99870,10.199.33.235,AR,Desktop-Windows,1,1,0,15,0,0
employee96628,10.236.214.41,KR,Desktop-Windows,0,15,0,2,4,50
employee60232,142.136.31.55,ZA,Mobile-iOS,1,1,0,15,6,0
contractor90532,10.39.84.234,IT,Desktop-Mac,1,12,0,6,5,15
guest89123,10.72.49.249,FR,Desktop-Windows,1,1,0,6,0,15
user77289,10.205.120.110,DE,Tablet-Android,1,20,0,15,0,0
admin_123,185.238.104.77,BR,Desktop-Linux,0,401,1,18,1,60
employee47811,10.248.135.106,MX,Desktop-Windows,1,2,0,12,4,0
guest44630,10.14.109.212,NL,Desktop-Linux,1,16,0,15,3,0
contractor53245,10.84.70.123,CA,Tablet-iOS,1,6,0,5,5,15
employee89598,10.93.77.105,CN,Mobile-Android,1,6,0,4,0,30
employee24300,30.165.87.228,AU,Desktop-Windows,1,1,0,18,2,0
contractor34559,10.200.119.237,MX,Desktop-Mac,1,20,0,19,5,0
user91336,53.181.120.109,KR,Desktop-Windows,1,7,0,21,5,15
guest89069,122.242.123.210,SE,Mobile-iOS,0,17,0,2,5,35
admin_test,203.243.191.114,GB,Desktop-Mac,0,274,1,22,2,60
employee52413,127.9.109.178,AU,Desktop-Windows,1,10,0,22,0,0
employee5707,10.57.200.221,SE,Desktop-Windows,1,15,0,11,3,0
employee49161,10.209.224.99,SG,Desktop-Windows,1,3,0,0,2,0
employee81835,167.89.56.85,CA,Mobile-Android,1,13,0,16,3,0
guest1603,167.152.2.138,SG,Mobile-Android,1,9,0,9,2,0
user8841,10.66.52.120,GB,Desktop-Windows,1,15,0,20,1,0
guest57437,10.32.229.220,US,Desktop-Mac,1,9,0,7,6,0
contractor13141,10.145.19.90,CA,Mobile-Android,1,14,0,0,2,0
user51365,10.197.220.233,CN,Desktop-Windows,1,17,0,1,2,15
guest28148,10.16.241.45,GB,Mobile-Android,1,20,0,17,6,0
user96298,10.64.194.39,MX,Desktop-Windows,1,12,0,19,4,0
guest90784,31.203.169.198,US,Mobile-iOS,1,5,0,16,6,0
admin_test,33.154.87.122,ZA,Server,0,287,1,12,4,70
admin_123,45.25.242.227,KR,Desktop-Linux,0,348,1,19,5,75
admin_test,72.153.107.142,RU,Tablet-Android,0,106,1,0,0,75
guest77814,10.249.17.172,NL,Desktop-Linux,1,18,0,5,4,15
guest83807,176.75.178.183,SE,Desktop-Mac,1,1,0,0,6,0
contractor56093,10.131.186.220,RU,Tablet-Android,1,17,0,20,4,15
employee13318,179.177.140.156,JP,Tablet-Android,1,2,0,12,3,0
user0554,198.58.181.235,JP,Desktop-Windows,0,480,1,3,5,75
employee6911,10.79.52.34,CN,Desktop-Windows,1,12,0,3,6,30
guest1688,10.244.164.45,KR,Mobile-Android,1,20,0,23,2,15
employee57866,10.73.237.25,MX,Desktop-Windows,1,7,0,10,4,0
contractor56154,135.20.85.214,SE,Desktop-Mac,1,1,0,20,4,0
contractor5206,48.39.230.58,AR,Desktop-Mac,1,20,0,2,3,15
contractor59844,10.226.38.159,RU,Desktop-Windows,1,7,0,5,3,30
admin_test,104.23.3.75,AU,Mobile-iOS,0,4,1,9,6,20
admin_dev,198.86.177.134,US,Desktop-Linux,0,478,1,15,3,60
contractor15410,10.4.237.234,JP,Desktop-Windows,1,15,0,1,0,0
contractor59437,59.113.179.194,AU,Desktop-Windows,1,8,0,17,2,0
